pageName,pattern,depth,layout,hasLargeImage,causesLayoutShift,slowClickHandler,deepComponentTree,bulkDOMNodes,slowNetwork,expensiveEffects,largeJsonState,LCP,FID,CLS,TBT,renderTime,jsBundleSizeKB,hasJank,imageLoadTime,label
propdrillingTest1,prop-drilling,3,column,True,True,True,False,False,True,True,False,8321.578950000001,6041.0,0.16551897374964575,6494.0,8618.836058027877,9.8603515625,True,0,slow
propdrillingTest2,prop-drilling,4,row,True,False,True,False,False,False,True,False,12421.826400000002,10000.0,0.0,10427.0,6525.669323965139,10.734375,True,0,slow
propdrillingTest3,prop-drilling,5,column,False,False,True,True,False,False,True,False,12516.00115,10000.0,0.0,10377.0,12450.231062028899,12.4931640625,True,0,slow
propdrillingTest4,prop-drilling,2,row,False,False,False,True,False,True,False,True,1999.1341,428.0,0.03648964557199096,491.0,2573.2079800152205,6.634765625,True,0,slow
propdrillingTest5,prop-drilling,3,column,True,True,False,False,False,False,False,False,2369.716,417.0,0.22967141049049505,491.0,1576.3866600356819,10.4443359375,True,0,slow
propdrillingTest6,prop-drilling,4,row,True,False,True,True,True,False,True,False,12440.676,9999.999999999998,0.0003622509204558734,10586.999999999998,6486.997677470614,11.0302734375,True,0,slow
propdrillingTest7,prop-drilling,5,column,False,False,False,True,False,False,True,True,12665.5902,10000.0,0.0,10375.0,7835.255873950118,13.0166015625,True,0,slow
propdrillingTest8,prop-drilling,2,row,False,False,False,True,False,True,True,False,9993.9136,8010.0,0.04137903928662566,8356.0,3393.645095978251,6.9287109375,True,0,slow
propdrillingTest9,prop-drilling,3,column,True,False,True,False,False,True,False,False,2210.5840000000003,461.0,0.0,454.9999999999998,948.634569951868,11.0322265625,True,0,slow
propdrillingTest10,prop-drilling,4,row,False,False,False,False,False,True,False,False,2127.90965,420.0,0.0,475.0,911.0878520674514,11.322265625,True,0,slow
propdrillingTest11,prop-drilling,5,column,False,False,False,False,True,False,True,False,12758.617999999999,10000.0,0.0,10416.0,12561.393011984239,14.4814453125,True,0,slow
propdrillingTest12,prop-drilling,2,row,False,False,False,False,False,False,False,False,2211.2882,437.0,0.0,429.0,929.0384160050202,7.451171875,False,0,fast
propdrillingTest13,prop-drilling,3,column,False,False,False,False,False,False,True,False,8379.55955,6058.0,0.0,6495.0,7869.937996207398,10.1513671875,True,0,slow
propdrillingTest14,prop-drilling,4,row,False,False,False,True,False,False,False,False,2302.09055,423.0,0.0,392.0,897.7225079805469,8.3251953125,False,0,fast
propdrillingTest15,prop-drilling,5,column,False,False,False,False,False,False,False,True,2921.4980000000005,430.0,0.0,468.0,1733.4824159926034,15.36328125,True,0,slow
propdrillingTest16,prop-drilling,2,row,False,False,False,True,False,False,False,False,2571.528,443.0,0.0,497.0,1421.3908962035664,12.14453125,True,0,slow
propdrillingTest17,prop-drilling,3,column,True,False,False,False,True,False,False,False,2065.4698000000003,429.0,0.0,611.0,1425.0767240506555,7.8046875,True,0,slow
propdrillingTest18,prop-drilling,4,row,True,True,False,False,False,True,True,True,12265.8434,10000.0,0.09007701109012045,10341.0,6887.262090010147,10.4423828125,True,0,slow
propdrillingTest19,prop-drilling,5,column,False,False,True,True,False,False,False,False,2516.768,431.0,0.0,432.0,1574.7604839864016,11.3203125,True,0,slow
propdrillingTest20,prop-drilling,2,row,False,False,False,True,True,False,True,False,10387.04665,8094.0,0.0,8560.0,3671.348127973203,9.2734375,True,0,slow
propdrillingTest21,prop-drilling,3,column,False,False,True,True,False,False,False,False,2385.0948999999996,426.0,0.0,452.0,909.7613640055943,9.859375,True,0,slow
propdrillingTest22,prop-drilling,4,row,False,True,False,True,False,False,False,True,2749.853249999999,434.0,0.08849401562135406,484.0,2700.5757959834577,13.0185546875,True,0,slow
propdrillingTest23,prop-drilling,5,column,True,False,False,False,True,False,False,False,2539.1631999999995,431.0,0.0,840.9999999999998,949.3122000110482,11.318359375,True,0,slow
propdrillingTest24,prop-drilling,2,row,False,False,False,True,True,False,True,True,10026.08675,8066.999999999999,0.0,8483.0,3617.4726599810742,6.0478515625,True,0,slow
propdrillingTest25,prop-drilling,3,column,False,False,False,False,False,True,False,False,2120.1110499999995,413.0,0.0,396.0,890.9880120010948,10.9677734375,True,0,slow
propdrillingTest26,prop-drilling,4,row,False,True,False,False,False,False,False,False,2727.830200000001,425.0,0.18048567182514036,482.0,1703.4100859425018,12.7890625,True,0,slow
propdrillingTest27,prop-drilling,5,column,False,False,False,True,False,True,False,False,2162.6490500000004,415.0,0.0,444.0,1570.7422119709208,11.9072265625,True,0,slow
propdrillingTest28,prop-drilling,2,row,True,True,True,False,False,True,False,False,1698.1877,422.0,0.08910463798214137,389.0,1879.526947962389,4.875,False,0,fast
propdrillingTest29,prop-drilling,3,column,False,False,False,False,False,False,False,False,2358.7826499999996,434.0,0.0,437.0,1669.0349759672695,9.794921875,True,0,slow
propdrillingTest30,prop-drilling,4,row,False,True,False,False,False,False,False,True,2392.7705499999997,429.0,0.11986473940680217,454.0,1668.3492479575484,8.681640625,True,0,slow
propdrillingTest31,prop-drilling,5,column,False,True,False,True,False,False,False,False,2304.9756,411.0,0.2347068948882552,398.0,1578.899910009413,9.7890625,True,0,slow
propdrillingTest32,prop-drilling,2,row,False,False,False,False,False,True,False,False,1814.5664,421.0,0.0,392.0,885.9506399449253,5.9833984375,False,0,fast
propdrillingTest33,prop-drilling,3,column,True,True,False,False,False,False,True,True,8660.92535,6065.0,0.1611398008857952,6461.0,8821.572100025467,13.376953125,True,0,slow
propdrillingTest34,prop-drilling,4,row,True,False,True,True,False,False,True,False,12433.8304,10000.0,0.0,10349.0,6353.205695964564,11.9091796875,True,0,slow
propdrillingTest35,prop-drilling,5,column,True,False,False,True,False,True,False,False,2135.7828,435.0,0.0,451.0,906.8668259767484,11.3203125,True,0,slow
propdrillingTest36,prop-drilling,2,row,False,False,False,True,True,False,False,False,2053.1375000000003,417.0,0.0,620.0,1459.321544028759,6.3427734375,True,0,slow
propdrillingTest37,prop-drilling,3,column,False,False,False,False,False,False,True,False,8579.0524,6068.0,0.0,6424.0,8075.9430600102805,12.4345703125,True,0,slow
propdrillingTest38,prop-drilling,4,row,True,False,False,False,False,False,False,True,2508.1196,433.0,0.0,434.0,3078.0593119717887,10.44140625,True,0,slow
propdrillingTest39,prop-drilling,5,column,False,False,True,False,False,True,False,False,2292.09105,433.0,0.0,521.0,929.4549019559,13.080078125,True,0,slow
propdrillingTest40,prop-drilling,2,row,True,True,False,False,False,True,False,False,2120.7065,420.0,0.08975503679952926,390.0,2448.1190639999863,9.2734375,True,0,slow
propdrillingTest41,prop-drilling,3,column,False,True,False,True,False,False,False,False,2062.957,429.0,0.22270730546729048,431.0,1548.8356820173835,6.2744140625,False,0,fast
propdrillingTest42,prop-drilling,4,row,False,False,False,False,False,True,False,True,2639.0951999999997,427.0,0.0,594.0,2033.1060119617082,11.029296875,True,0,slow
propdrillingTest43,prop-drilling,5,column,True,False,False,False,False,False,False,True,2657.0204000000003,429.0,0.0,533.0,957.1956719954204,12.19921875,True,0,slow
propdrillingTest44,prop-drilling,2,row,False,False,False,False,False,False,False,False,2202.8578999999995,415.0,0.0,410.0,906.6979200385856,8.0380859375,False,0,fast
propdrillingTest45,prop-drilling,3,column,True,False,False,False,True,True,False,False,2009.7930000000001,411.0,0.0,694.9999999999995,935.2689220020293,9.5654296875,True,0,slow
propdrillingTest46,prop-drilling,4,row,False,True,False,False,False,True,False,False,2461.0272000000004,426.0,0.1313805611123544,394.0,2354.3251360219765,13.6044921875,True,0,slow
propdrillingTest47,prop-drilling,5,column,False,False,True,True,False,False,False,False,2741.4555000000005,413.0,0.0,437.0,1724.5722620251267,13.8955078125,True,0,slow
propdrillingTest48,prop-drilling,2,row,True,True,False,False,False,True,False,False,1744.6602,490.0,0.08752970530863184,476.0,1916.846579999466,5.4609375,True,0,slow
propdrillingTest49,prop-drilling,3,column,False,False,False,False,False,True,False,False,2408.4683999999997,432.0,0.0,431.5,1741.9176159719086,12.140625,True,0,slow
propdrillingTest50,prop-drilling,4,row,False,False,True,False,False,False,False,False,2601.2039999999997,431.0,0.0,503.0,926.1696399811743,10.9638671875,True,0,slow
propdrillingTest51,prop-drilling,5,column,True,False,False,False,True,False,False,False,2545.5256499999996,412.0,0.0,793.9999999999998,1385.6462380556154,12.494140625,True,0,slow
propdrillingTest52,prop-drilling,2,row,False,False,True,False,False,True,False,True,1938.4984,502.0,0.0,539.0,3355.2147240630056,4.2880859375,True,0,slow
propdrillingTest53,prop-drilling,3,column,True,False,True,False,False,False,True,False,11954.4415,10000.0,0.0,10409.0,5735.816288010186,6.6318359375,True,0,slow
propdrillingTest54,prop-drilling,4,row,False,True,True,False,False,False,False,True,2521.6912,430.0,0.19024165408595875,430.0,2231.0547000092124,10.671875,True,0,slow
propdrillingTest55,prop-drilling,5,column,True,True,False,False,False,False,True,False,12434.9018,9999.999999999998,0.16931010007942823,10349.999999999998,8299.456231967883,11.9072265625,True,0,slow
propdrillingTest56,prop-drilling,2,row,False,False,False,False,False,False,False,False,2025.284,413.0,0.0,398.0,1405.2676999882506,5.6923828125,False,0,fast
propdrillingTest57,prop-drilling,3,column,True,True,False,False,False,True,False,False,2170.6261000000004,417.0,0.16141393592452893,479.5,1605.2409839730167,10.7373046875,True,0,slow
propdrillingTest58,prop-drilling,4,row,False,False,False,True,True,False,True,False,12428.39355,10000.0,0.0,10548.0,6444.302436008457,11.6142578125,True,0,slow
propdrillingTest59,prop-drilling,5,column,False,False,False,False,False,False,True,False,12487.3504,9999.999999999998,0.0,10352.999999999998,7757.91012801339,12.19921875,True,0,slow
propdrillingTest60,prop-drilling,2,row,True,False,False,True,False,False,True,False,9862.079,8058.0,0.062489429675418234,8389.0,4589.822750020929,4.875,True,0,slow
propdrillingTest61,prop-drilling,3,column,False,False,False,True,False,False,True,False,12276.0582,10000.000000000002,0.0,10374.000000000002,5048.215943980494,10.1513671875,True,0,slow
propdrillingTest62,prop-drilling,4,row,False,True,True,True,False,True,False,True,2391.35645,415.0,0.1303834620989209,498.9999999999998,2298.8384260278513,13.66796875,True,0,slow
propdrillingTest63,prop-drilling,5,column,True,False,False,False,False,False,False,False,2588.7344000000003,416.0,0.0,576.0,936.8028400373173,11.3193359375,True,0,slow
propdrillingTest64,prop-drilling,2,row,False,True,False,True,False,False,False,False,2059.5607,428.0,0.09824139756723178,440.0,1880.0456799914884,6.5712890625,False,0,fast
propdrillingTest65,prop-drilling,3,column,False,False,False,True,False,False,False,False,2308.3468,433.0,0.0,404.0,913.326941958871,10.673828125,True,0,slow
propdrillingTest66,prop-drilling,4,row,True,True,False,False,True,True,False,False,2120.4006999999997,417.0,0.12947344127426166,879.4668999999997,1635.2584614870939,11.02734375,True,0,slow
propdrillingTest67,prop-drilling,5,column,False,False,True,True,True,False,False,False,2533.7128000000002,413.0,0.0,810.0000000000002,1379.1010219453858,11.3193359375,True,0,slow
propdrillingTest68,prop-drilling,2,row,True,False,True,True,False,True,True,False,6156.4986,4043.0,0.03418017433325735,4373.0,6624.643928052377,7.80859375,True,0,slow
propdrillingTest69,prop-drilling,3,column,True,False,True,True,True,False,False,False,2298.7688000000003,418.0,0.0,613.0,925.9840500218296,11.0322265625,True,0,slow
propdrillingTest70,prop-drilling,4,row,False,True,True,True,False,False,False,False,2563.3016,415.0,0.1912172523120406,525.0,1535.0469940619041,11.322265625,True,0,slow
propdrillingTest71,prop-drilling,5,column,False,False,False,True,False,True,False,False,2273.0713499999997,412.0,0.0,437.0,905.7101999848794,12.787109375,True,0,slow
propdrillingTest72,prop-drilling,2,row,False,False,False,True,True,False,False,False,2141.7502,425.0,0.0,571.0,960.8907760662365,7.80859375,True,0,slow
propdrillingTest73,prop-drilling,3,column,True,False,False,False,False,False,False,False,2291.1932000000006,439.0,0.0,539.0,3364.7331800351476,8.978515625,True,0,slow
propdrillingTest74,prop-drilling,4,row,False,False,False,False,False,False,False,True,2472.18625,430.0,2.4123883408569125e-05,402.0,2338.280352043151,11.3212890625,True,0,slow
propdrillingTest75,prop-drilling,5,column,False,False,False,True,False,False,False,False,2739.9785000000006,420.0,0.0,530.0,950.3460039521217,12.7861328125,True,0,slow
propdrillingTest76,prop-drilling,2,row,False,False,True,False,True,False,False,False,2284.15155,420.0,0.0,447.0000000000002,944.3267839573955,8.623046875,True,0,slow
propdrillingTest77,prop-drilling,3,column,False,False,True,True,True,False,False,False,2389.6665999999996,417.0,0.0,742.9999999999998,940.2413379689646,10.4443359375,True,0,slow
propdrillingTest78,prop-drilling,4,row,False,True,True,False,True,False,True,False,10826.935,8093.0,0.08809517601598066,8741.0,10970.14105199058,13.60546875,True,0,slow
propdrillingTest79,prop-drilling,5,column,False,False,False,False,True,False,False,False,2558.2767999999996,464.0,0.0,490.0,1634.394811930933,10.669921875,True,0,slow
propdrillingTest80,prop-drilling,2,row,True,False,False,False,False,True,True,True,9820.36625,8010.0,0.0,8340.0,4765.587171960639,5.169921875,True,0,slow
propdrillingTest81,prop-drilling,3,column,True,False,False,False,False,True,True,False,8412.587500000001,6062.0,0.0,6431.0,8882.158239984514,10.4453125,True,0,slow
propdrillingTest82,prop-drilling,4,row,False,False,True,True,True,False,False,False,2405.4972000000002,425.0,0.0,767.0,1554.9668880045128,10.1484375,True,0,slow
propdrillingTest83,prop-drilling,5,column,False,False,True,True,False,False,False,False,2764.3425000000007,428.0,0.0,459.0,1748.7813400145533,13.603515625,True,0,slow
propdrillingTest84,prop-drilling,2,row,False,True,False,False,False,True,False,False,1994.6014000000002,435.0,0.1230490060135839,416.0000000000002,1921.6144920075035,8.037109375,False,0,fast
propdrillingTest85,prop-drilling,3,column,False,False,False,False,True,False,True,True,12186.92625,10000.0,0.0,10651.0,5136.185170534682,8.9775390625,True,0,slow
propdrillingTest86,prop-drilling,4,row,False,False,False,True,False,False,False,True,2503.6332,422.0,0.0,463.0,897.8114880103207,10.73828125,True,0,slow
propdrillingTest87,prop-drilling,5,column,True,False,True,False,False,False,False,False,2599.03415,432.0,0.0,570.0,931.4883459874295,11.9052734375,True,0,slow
propdrillingTest88,prop-drilling,2,row,True,False,False,False,False,False,True,False,10026.4754,8041.0,0.0,8397.0,5065.317527967795,6.634765625,True,0,slow
propdrillingTest89,prop-drilling,3,column,False,False,False,False,False,False,False,False,2429.554,422.0,0.0,409.0,3504.199468036723,10.1533203125,True,0,slow
propdrillingTest90,prop-drilling,4,row,False,False,False,True,False,False,True,False,10803.726999999999,8068.999999999998,0.0,8413.999999999998,10325.540938021433,14.5478515625,True,0,slow
propdrillingTest91,prop-drilling,5,column,False,True,False,False,False,True,False,True,2087.6523,464.0,0.23567013016160984,462.0,1612.5515399368476,10.732421875,True,0,slow
propdrillingTest92,prop-drilling,2,row,False,False,False,False,False,False,False,False,2214.3550999999998,426.0,0.0,434.9999999999998,900.7534759913349,7.744140625,False,0,fast
propdrillingTest93,prop-drilling,3,column,False,False,False,False,True,False,False,False,2048.5288,420.0,0.0,431.0,932.2594600018692,6.861328125,True,0,slow
propdrillingTest94,prop-drilling,4,row,False,False,False,True,False,False,False,False,2529.9839999999995,427.0,0.0,485.0,1619.0122979918956,11.91015625,True,0,slow
propdrillingTest95,prop-drilling,5,column,False,False,True,False,True,False,False,False,2678.6956499999997,434.0,0.0,453.0,1648.6076479669618,12.42578125,True,0,slow
propdrillingTest96,prop-drilling,2,row,True,False,True,False,True,True,True,False,6177.354399999999,4060.0,0.0,4519.0,5838.114924047517,7.2236328125,True,0,slow
propdrillingTest97,prop-drilling,3,column,False,False,False,True,False,False,False,False,2277.2628999999997,435.0,0.0,533.9999999999998,944.8378960374641,9.5654296875,True,0,slow
propdrillingTest98,prop-drilling,4,row,False,False,False,False,True,True,False,True,2181.9919000000004,439.0,0.0,458.9999999999998,1588.4370220255948,10.962890625,True,0,slow
propdrillingTest99,prop-drilling,5,column,False,False,False,False,False,False,False,False,2660.086,437.0,0.0,517.0,936.8874519520282,11.841796875,True,0,slow
propdrillingTest100,prop-drilling,2,row,False,False,True,False,False,False,False,True,2240.20665,430.0,0.0,466.0,3564.268686021809,8.6884765625,True,0,slow
propdrillingTest101,prop-drilling,3,column,False,False,False,False,True,False,False,True,2213.513,424.0,0.0,438.0,1368.436032003498,8.0341796875,True,0,slow
propdrillingTest102,prop-drilling,4,row,False,False,False,False,False,False,False,False,2530.9396000000006,425.0,0.0,435.0,904.5000760645676,10.3779296875,True,0,slow
propdrillingTest103,prop-drilling,5,column,False,False,True,False,True,False,False,False,2786.946,425.0,0.0,837.0,1718.514470032544,14.25390625,True,0,slow
propdrillingTest104,prop-drilling,2,row,False,False,False,False,False,False,False,True,2061.2945999999997,426.0,0.0,421.0,3532.5034560181043,6.927734375,False,0,slow
propdrillingTest105,prop-drilling,3,column,False,False,False,True,False,False,False,True,2588.5376,433.0,0.0,438.0,1654.4231779842187,12.4345703125,True,0,slow
propdrillingTest106,prop-drilling,4,row,False,True,False,False,False,False,False,False,2748.8360500000003,419.0,0.17853447537297668,542.0,1585.0507200375844,11.8447265625,True,0,slow
propdrillingTest107,prop-drilling,5,column,False,False,False,False,True,False,True,False,12437.1888,10000.0,0.0,10659.0,12459.582955986862,11.6142578125,True,0,slow
propdrillingTest108,prop-drilling,2,row,True,False,False,False,False,False,True,False,10164.160750000001,8035.0,0.0,8375.0,5023.241856009626,8.3955078125,True,0,slow
propdrillingTest109,prop-drilling,3,column,False,False,False,False,False,False,True,False,8015.5221,6051.0,0.0,6390.0,7889.811932024193,6.861328125,True,0,slow
propdrillingTest110,prop-drilling,4,row,False,False,False,True,False,False,False,True,2764.5693000000006,425.0,0.0,498.99999999999955,1675.2262159839247,13.669921875,True,0,slow
propdrillingTest111,prop-drilling,5,column,True,False,True,False,False,True,False,False,1969.0312499999998,419.0,0.0,457.0000000000002,908.9675619778634,9.8525390625,True,0,slow
propdrillingTest112,prop-drilling,2,row,True,True,False,True,False,False,True,True,9874.12975,8058.0,0.06945184330335116,8402.0,4422.762302020555,5.16796875,True,0,slow
propdrillingTest113,prop-drilling,3,column,False,False,False,False,False,False,False,False,2424.9336000000003,421.0,0.0,450.0,3527.1217440163423,9.859375,True,0,slow
propdrillingTest114,prop-drilling,4,row,True,True,False,True,False,True,False,False,1981.8520000000003,432.0,0.12010339814640567,479.0,1537.5656559432027,9.5625,True,0,slow
propdrillingTest115,prop-drilling,5,column,False,False,False,True,False,False,False,False,2715.9586500000005,423.0,0.0,462.0,926.6485620282316,13.0146484375,True,0,slow
propdrillingTest116,prop-drilling,2,row,False,False,False,False,False,False,True,True,6586.4784,4070.0,0.0,4436.0,5933.673150029006,11.8505859375,True,0,slow
propdrillingTest117,prop-drilling,3,column,True,False,True,True,True,False,True,False,12122.84945,10000.0,0.0,10581.0,5470.415106002049,9.2724609375,True,0,slow
propdrillingTest118,prop-drilling,4,row,True,False,False,False,True,True,True,False,11975.0887,10000.0,0.0,10533.8629,6849.034438005481,8.09765625,True,0,slow
propdrillingTest119,prop-drilling,5,column,False,False,False,False,True,True,False,True,2029.7462500000001,438.0,0.0,473.0000000000002,1538.0624299741985,9.4970703125,True,0,slow
propdrillingTest120,prop-drilling,2,row,False,True,False,False,False,False,False,False,2301.8162,434.0,0.08757270688333517,491.0,2444.2426959420013,8.9814453125,True,0,slow
propdrillingTest121,prop-drilling,3,column,False,False,False,True,False,True,True,False,11966.7703,10000.0,0.0,10335.0,5031.1934320125765,7.15625,True,0,slow
propdrillingTest122,prop-drilling,4,row,True,False,True,True,True,False,True,False,12427.132800000001,10000.0,0.0,10559.0,6394.183183999552,10.736328125,True,0,slow
propdrillingTest123,prop-drilling,5,column,True,False,False,True,True,False,False,False,2609.2148,436.0,0.0,824.0,1411.7381480412291,12.2001953125,True,0,slow
propdrillingTest124,prop-drilling,2,row,True,False,False,False,False,True,False,False,2140.2826,434.0,0.0,499.0,922.2032439971828,9.2744140625,True,0,slow
propdrillingTest125,prop-drilling,3,column,False,False,True,False,True,True,False,False,2405.928,429.0,0.0,686.9999999999998,1768.4638959866293,12.7919921875,True,0,slow
propdrillingTest126,prop-drilling,4,row,False,False,True,False,True,False,True,False,12574.24855,10000.0,0.0,10528.0,6372.176207960252,12.4951171875,True,0,slow
propdrillingTest127,prop-drilling,5,column,True,False,False,True,False,False,False,False,2892.8934999999997,416.0,0.0,496.0,1709.6060739946793,15.1328125,True,0,slow
propdrillingTest128,prop-drilling,2,row,True,False,True,False,True,False,True,False,10232.2294,8105.0,0.0,8571.0,3680.452183962068,7.8076171875,True,0,slow
propdrillingTest129,prop-drilling,3,column,False,False,False,True,False,False,True,False,11965.982199999999,10000.000000000002,0.0,10331.000000000002,5050.225351985673,7.513671875,True,0,slow
propdrillingTest130,prop-drilling,4,row,False,False,False,False,False,False,False,False,2373.7547999999997,440.0,0.0,439.0,1525.949555961895,8.912109375,True,0,slow
propdrillingTest131,prop-drilling,5,column,True,False,True,False,False,True,True,False,12572.349549999999,10000.0,0.0,10385.0,7826.831308033686,12.7880859375,True,0,slow
propdrillingTest132,prop-drilling,2,row,True,True,True,False,False,False,False,False,2250.5371999999998,420.0,0.08820698011020932,455.9999999999998,3061.7101520017623,8.3955078125,True,0,slow
propdrillingTest133,prop-drilling,3,column,False,False,False,True,False,False,True,False,1824.5155,10000.0,0.0011061151722355687,10344.0,906.4895080191993,7.8056640625,True,0,slow
propdrillingTest134,prop-drilling,4,row,False,True,False,False,False,False,True,False,10479.6676,8059.0,0.08260602500510035,8390.0,10719.40508006659,10.734375,True,0,slow
propdrillingTest135,prop-drilling,5,column,False,False,False,True,False,False,False,False,2581.2714,425.0,0.0,545.0,935.0156539996528,12.2001953125,True,0,slow
propdrillingTest136,prop-drilling,2,row,True,False,False,False,False,True,False,False,1814.2082,423.0,0.0,397.0,897.741489973731,6.0478515625,False,0,fast
propdrillingTest137,prop-drilling,3,column,True,False,False,True,False,False,True,False,12121.218449999998,10000.000000000002,0.0,10348.000000000002,5093.777287959184,8.9775390625,True,0,slow
propdrillingTest138,prop-drilling,4,row,False,True,False,True,False,False,True,True,12115.4437,10000.0,0.08393907382090363,10340.0,6943.80071994783,8.0947265625,True,0,slow
propdrillingTest139,prop-drilling,5,column,True,False,False,False,False,False,False,False,2557.1431499999994,430.0,0.0,487.0,953.1540100097799,12.19921875,True,0,slow
propdrillingTest140,prop-drilling,2,row,False,False,False,False,False,False,False,True,1981.9961999999998,415.0,0.0,380.0,1017.373137986855,6.27734375,True,0,slow
propdrillingTest141,prop-drilling,3,column,True,False,True,False,True,True,False,True,1968.9137999999998,419.0,0.0,700.0,1332.2372219986582,9.5654296875,True,0,slow
propdrillingTest142,prop-drilling,4,row,False,False,False,False,False,True,True,False,12269.95895,10000.0,0.0,10328.0,6533.9657900639195,10.7373046875,True,0,slow
propdrillingTest143,prop-drilling,5,column,False,False,False,False,False,False,False,True,2414.7504000000004,439.0,0.0,469.0,943.6622719917488,9.7880859375,True,0,slow
propdrillingTest144,prop-drilling,2,row,False,False,False,True,False,False,False,False,1837.4615,420.0,0.0,384.0,918.7774199799728,5.1044921875,False,0,fast
propdrillingTest145,prop-drilling,3,column,False,False,False,True,True,False,False,False,2221.0779999999995,415.0,0.0,448.0,951.8293940090656,8.3271484375,True,0,slow
propdrillingTest146,prop-drilling,4,row,True,False,True,False,False,True,False,True,2275.8714999999997,416.0,0.0,501.0,1428.0854119952203,12.7900390625,True,0,slow
propdrillingTest147,prop-drilling,5,column,True,False,False,False,True,True,False,False,2276.3864999999996,419.0,0.0,808.4237499999997,1396.5308419654132,12.787109375,True,0,slow
propdrillingTest148,prop-drilling,2,row,True,False,False,False,False,True,False,False,1654.5284000000001,418.0,0.0,381.0,1301.026551972356,4.875,False,0,fast
propdrillingTest149,prop-drilling,3,column,True,True,True,False,True,True,False,False,1969.2320000000002,422.0,0.22270730546729048,737.7439999999999,2038.6628439646722,8.978515625,True,0,slow
propdrillingTest150,prop-drilling,4,row,True,False,False,True,False,True,False,True,2191.0651000000003,446.0,0.0,426.0,1003.1743419500253,11.3232421875,True,0,slow
propdrillingTest151,prop-drilling,5,column,True,True,False,True,False,True,False,False,2298.3317500000003,436.0,0.23567013016160984,522.9999999999998,1627.2366119838712,13.3720703125,True,0,slow
propdrillingTest152,prop-drilling,2,row,False,False,False,True,True,False,False,True,2051.40025,418.0,0.0,580.0,1384.2548879995727,6.3408203125,True,0,slow
propdrillingTest153,prop-drilling,3,column,False,False,False,True,False,False,False,False,2197.6131,416.0,0.0,418.0,1505.1689319641114,8.03515625,True,0,slow
propdrillingTest154,prop-drilling,4,row,False,False,True,True,True,False,False,False,2540.5807999999997,430.0,0.0,487.0,945.3264199476623,10.3779296875,True,0,slow
propdrillingTest155,prop-drilling,5,column,True,False,True,False,False,False,False,False,2648.2356,418.0,0.0,508.0,931.260592006235,11.9052734375,True,0,slow
propdrillingTest156,prop-drilling,2,row,False,True,False,True,True,False,False,False,2217.5926,446.0,0.11967338239937234,846.0,1950.2998992780792,7.8076171875,True,0,slow
propdrillingTest157,prop-drilling,3,column,True,False,False,False,True,False,False,False,2447.5612,415.0,0.0,732.9999999999998,1341.1187600424578,11.0322265625,True,0,slow
propdrillingTest158,prop-drilling,4,row,False,False,True,False,False,False,False,False,2355.2487499999997,413.0,0.0,475.0,2995.057727990627,8.9765625,True,0,slow
propdrillingTest159,prop-drilling,5,column,True,False,False,True,True,False,False,False,2359.953,411.0,0.0,761.0,1376.555880005908,9.265625,True,0,slow
propdrillingTest160,prop-drilling,2,row,False,False,False,False,True,False,False,False,1819.7379999999998,419.0,0.0,540.9999999999998,904.9575999761009,5.1689453125,True,0,slow
propdrillingTest161,prop-drilling,3,column,False,False,False,False,True,False,False,False,2404.7995499999997,423.0,0.0,738.9999999999998,947.522335988531,10.4443359375,True,0,slow
propdrillingTest162,prop-drilling,4,row,False,False,False,False,False,False,True,True,12415.4396,10000.0,0.0,10339.0,6427.040399944524,10.669921875,True,0,slow
propdrillingTest163,prop-drilling,5,column,True,False,False,False,False,False,True,False,12431.66665,10000.0,0.0,10340.0,7730.973774004091,12.1982421875,True,0,slow
propdrillingTest164,prop-drilling,2,row,False,False,True,False,False,False,False,False,2034.8672499999998,434.0,0.0,405.0,1415.63395802464,5.6923828125,False,0,fast
propdrillingTest165,prop-drilling,3,column,False,False,False,False,False,False,True,True,12266.12415,10000.0,0.0,10344.0,5845.155615982656,9.8583984375,True,0,slow
propdrillingTest166,prop-drilling,4,row,False,False,False,False,False,False,False,False,2419.8692000000005,435.0,0.0,480.0,919.0086520523643,9.791015625,True,0,slow
propdrillingTest167,prop-drilling,5,column,True,False,False,True,False,False,False,False,2355.0027999999998,431.0,0.0,460.0,1509.193699970093,10.7314453125,True,0,slow
propdrillingTest168,prop-drilling,2,row,False,True,False,False,True,False,False,False,1824.214,420.0,0.08816397853550599,534.0,1938.3834599875163,4.8115234375,True,0,slow
propdrillingTest169,prop-drilling,3,column,False,False,False,False,False,False,True,False,12108.6911,10000.0,0.0,10326.0,4879.096309970727,8.03515625,True,0,slow
propdrillingTest170,prop-drilling,4,row,True,False,False,True,False,True,True,False,10335.77665,8064.0,0.0,8397.0,10193.794597952274,10.7392578125,True,0,slow
propdrillingTest171,prop-drilling,5,column,False,False,True,True,False,False,False,True,2553.5760000000005,420.0,0.0,465.0,920.7791240134716,10.9619140625,True,0,slow
propdrillingTest172,prop-drilling,2,row,False,False,False,False,False,True,False,False,1977.4140000000002,430.0,0.0,408.0,2005.4124200115157,7.5146484375,True,0,slow
propdrillingTest173,prop-drilling,3,column,False,False,True,True,False,False,False,False,2427.4271500000004,438.0,0.0,488.0,936.2831300587463,9.7939453125,True,0,slow
propdrillingTest174,prop-drilling,4,row,False,False,False,False,False,True,False,False,2213.3214,444.0,0.0,547.0,937.144833978424,11.908203125,True,0,slow
