pageName,pattern,depth,layout,hasLargeImage,causesLayoutShift,slowClickHandler,deepComponentTree,bulkDOMNodes,slowNetwork,expensiveEffects,largeJsonState,LCP,FID,CLS,TBT,renderTime,jsBundleSizeKB,hasJank,imageLoadTime,label
missinguseMemoTest260,missing-useMemo,2,row,False,False,False,True,False,False,False,False,2029.8460000000002,420.0,0.0,421.5000000000001,912.716401995921,7.455078125,False,0,fast
missinguseMemoTest261,missing-useMemo,3,column,False,False,False,True,False,True,False,True,2011.8774999999998,419.0,0.0,485.0,1006.8242560092924,9.564453125,True,0,slow
missinguseMemoTest262,missing-useMemo,4,row,False,False,False,False,False,False,False,True,2125.7228,423.0,0.0,408.0,901.9483740115356,7.7490234375,False,0,fast
missinguseMemoTest263,missing-useMemo,5,column,True,False,True,True,False,False,False,True,2211.8265499999998,426.0,0.0,487.0,928.7396359496449,9.5751953125,True,0,slow
missinguseMemoTest264,missing-useMemo,2,row,False,True,False,True,False,False,False,False,2201.9728,481.0,0.07479586399960772,490.5,1919.9862779536436,7.7490234375,True,0,slow
missinguseMemoTest265,missing-useMemo,3,column,True,False,False,False,False,False,False,False,2324.0560000000005,429.0,0.0,433.0,1613.1930519453526,11.0390625,True,0,slow
missinguseMemoTest266,missing-useMemo,4,row,False,False,False,True,False,False,True,False,6380.668600000001,8058.000000000001,0.0,8447.4049,10309.204511969987,11.0390625,True,0,slow
missinguseMemoTest267,missing-useMemo,5,column,False,False,False,False,False,True,False,False,2279.88735,422.0,0.0,454.0,916.6337660094928,12.720703125,True,0,slow
missinguseMemoTest268,missing-useMemo,2,row,True,True,False,False,True,True,True,False,10204.76525,8084.000000000001,0.05060532815024843,8834.0,4203.604599968958,8.3955078125,True,0,slow
missinguseMemoTest269,missing-useMemo,3,column,True,False,False,True,False,True,False,False,1969.478,418.0,0.0,436.0,896.3699900075102,8.6845703125,True,0,slow
missinguseMemoTest270,missing-useMemo,4,row,False,False,False,False,True,False,False,False,1981.1066000000003,423.0,0.0,646.5000000000001,1400.297442057972,7.2275390625,True,0,slow
missinguseMemoTest271,missing-useMemo,5,column,False,False,False,True,True,False,False,False,2480.4491999999996,440.0,0.0,460.0,1737.9563900331782,11.2705078125,True,0,slow
missinguseMemoTest272,missing-useMemo,2,row,False,False,True,False,False,True,True,False,6621.1504,4055.0000000000005,0.0,4475.0,6965.46638000287,11.916015625,True,0,slow
missinguseMemoTest273,missing-useMemo,3,column,False,False,False,False,False,True,False,True,1837.32575,426.0,0.0,410.0,3965.046101980734,7.21875,False,0,slow
missinguseMemoTest274,missing-useMemo,4,row,True,False,False,False,True,False,False,True,2185.3584,426.0,0.0,703.0,1594.1179100707627,8.4013671875,True,0,slow
missinguseMemoTest275,missing-useMemo,5,column,False,True,False,False,False,False,False,True,2120.2017,414.0,0.16401015599724258,401.5,1492.7964359365606,9.216796875,True,0,slow
missinguseMemoTest276,missing-useMemo,2,row,False,True,False,False,True,False,True,False,1961.0749999999998,8102.000000000001,0.052090495036564745,8618.0,4209.694117964625,6.5751953125,True,0,slow
missinguseMemoTest277,missing-useMemo,3,column,False,False,False,False,True,False,True,False,2129.9803,10000.000000000002,0.0,10252.000000000002,5123.092829453312,8.3359375,True,0,slow
missinguseMemoTest278,missing-useMemo,4,row,False,False,False,False,True,False,False,False,2132.51945,425.0,0.0,406.9999999999998,1368.2344779708337,9.2158203125,True,0,slow
missinguseMemoTest279,missing-useMemo,5,column,False,False,False,False,True,False,True,True,2280.316,10000.0,0.0,10921.4935,8255.728601957535,10.7470703125,True,0,slow
missinguseMemoTest280,missing-useMemo,2,row,True,False,False,True,False,True,False,False,1820.6979999999999,419.0,0.0,396.0,897.2494400121832,7.2216796875,True,0,slow
missinguseMemoTest281,missing-useMemo,3,column,False,False,False,False,True,False,False,False,2138.7273499999997,432.0,0.0,396.0,936.2410760598611,9.21484375,True,0,slow
missinguseMemoTest282,missing-useMemo,4,row,False,False,False,True,True,True,False,False,2123.5964000000004,421.0,0.0,650.0000000000002,916.6776819796656,11.0302734375,True,0,slow
missinguseMemoTest283,missing-useMemo,5,column,False,False,True,False,True,False,False,True,2181.5434999999998,420.0,0.0,963.4999999999998,1660.1066059236764,8.986328125,True,0,slow
missinguseMemoTest284,missing-useMemo,2,row,True,False,False,True,True,False,False,False,1818.6689999999999,421.0,0.0,548.5,1347.700804005661,5.466796875,True,0,slow
missinguseMemoTest285,missing-useMemo,3,column,False,False,False,True,True,False,False,False,2406.95905,423.0,0.0,426.5,1689.981322021122,10.681640625,True,0,slow
missinguseMemoTest286,missing-useMemo,4,row,False,False,False,False,False,False,False,True,2184.2408,435.0,4.414828336208728e-06,433.0,904.4089560166692,9.57421875,True,0,slow
missinguseMemoTest287,missing-useMemo,5,column,False,True,True,False,False,False,False,False,2200.10395,448.0,0.2156636475308847,488.0,2215.2754579642583,9.2158203125,True,0,slow
missinguseMemoTest288,missing-useMemo,2,row,False,False,False,False,False,True,False,False,2128.2110000000002,424.0,0.0,447.0,897.3927439393043,9.5029296875,True,0,slow
missinguseMemoTest289,missing-useMemo,3,column,False,False,False,False,True,False,False,False,2009.606125,418.0,0.0,395.0,1530.7078799893857,7.45703125,True,0,slow
missinguseMemoTest290,missing-useMemo,4,row,False,True,True,False,False,False,False,False,1973.2384000000002,423.0,0.0821265574471582,470.0,1507.6542640103671,7.1630859375,True,0,slow
missinguseMemoTest291,missing-useMemo,5,column,False,False,False,False,False,False,False,False,2114.9687999999996,412.0,0.0,427.0,914.7574559683037,8.04296875,True,0,slow
missinguseMemoTest292,missing-useMemo,2,row,False,False,False,False,False,False,False,False,1982.1379000000002,432.0,0.0,465.0,906.5461679893589,7.162109375,True,0,slow
missinguseMemoTest293,missing-useMemo,3,column,False,False,False,True,False,True,False,False,2198.2326999999996,482.0,0.0,555.0,952.0122760128307,9.857421875,True,0,slow
missinguseMemoTest294,missing-useMemo,4,row,False,False,True,False,True,False,True,False,2285.73765,10000.0,0.0,10342.0,6818.583315996875,9.80078125,True,0,slow
missinguseMemoTest295,missing-useMemo,5,column,False,True,False,True,False,False,False,False,1975.9566,428.0,0.23149360221854873,496.0,1551.5395640141392,7.455078125,True,0,slow
missinguseMemoTest296,missing-useMemo,2,row,False,False,False,False,True,False,False,False,1817.9177499999998,427.0,0.0,589.0,930.5418399954272,5.76171875,True,0,slow
missinguseMemoTest297,missing-useMemo,3,column,True,False,False,True,False,False,True,False,1805.0900000000001,10000.000000000002,0.013273382066826826,10312.109,5168.3304679808125,5.759765625,True,0,slow
missinguseMemoTest298,missing-useMemo,4,row,False,True,False,False,True,False,False,False,2152.4026,444.0,0.08211903217158512,899.0,1607.1403520122433,8.69140625,True,0,slow
missinguseMemoTest299,missing-useMemo,5,column,False,False,False,True,True,False,True,False,6977.457,10000.0,0.0,10366.0,12366.609837974238,6.576171875,True,0,slow
missinguseMemoTest300,missing-useMemo,2,row,True,False,False,True,False,False,False,False,2134.5014,428.0,0.0,429.0,899.2866999579765,8.6923828125,True,0,slow
lazyloadingTest1,lazy-loading,3,column,False,False,False,False,True,True,False,False,1976.35775,432.0,0.0,686.9999999999998,1463.6608260190392,8.6845703125,True,0,slow
lazyloadingTest2,lazy-loading,4,row,False,False,False,True,False,False,True,False,12425.0504,10000.0,7.614470245612237e-05,10330.0,6416.594700006469,11.3203125,True,0,slow
lazyloadingTest3,lazy-loading,5,column,False,False,False,False,False,False,False,False,2677.3577999999993,448.0,0.0,452.0,1059.2165320481586,11.84375,True,0,slow
lazyloadingTest4,lazy-loading,2,row,False,True,False,True,False,True,False,False,1814.373,425.0,0.09644393174463252,387.0,1887.9490360393997,5.9833984375,False,0,fast
lazyloadingTest5,lazy-loading,3,column,False,False,False,False,False,True,False,False,2005.5404999999998,417.0,0.0,409.6540500000001,905.1297680188322,8.6201171875,True,0,slow
lazyloadingTest6,lazy-loading,4,row,False,False,False,False,False,True,False,False,2138.5986,412.0,0.0,375.0,1845.985827971401,10.44140625,True,0,slow
lazyloadingTest7,lazy-loading,5,column,False,False,False,False,False,False,False,False,2869.2154499999997,530.0,0.0,648.0,965.2764080047797,13.3740234375,True,0,slow
lazyloadingTest8,lazy-loading,2,row,False,False,False,False,False,False,False,False,1841.3667999999998,431.0,0.0,401.0,3540.0523840220494,4.2880859375,True,0,slow
lazyloadingTest9,lazy-loading,3,column,True,True,False,True,True,False,False,False,2376.3002,429.0,0.23567013016160984,826.0000000000005,1629.5119079884912,10.4453125,True,0,slow
lazyloadingTest10,lazy-loading,4,row,False,False,True,True,False,True,False,False,2114.8095,414.0,0.0,401.0,899.0164840322971,10.9658203125,False,0,fast
lazyloadingTest11,lazy-loading,5,column,False,False,False,False,False,False,False,False,2306.3256,411.0,0.0,401.0,977.7713359750796,10.439453125,True,0,slow
lazyloadingTest12,lazy-loading,2,row,False,False,False,False,False,False,False,False,2412.32515,431.0,0.0,479.0,927.6873759637642,9.2099609375,True,0,slow
lazyloadingTest13,lazy-loading,3,column,False,False,False,True,False,False,True,True,12169.124800000001,10000.0,0.0,10404.0,5082.388789971527,9.20703125,True,0,slow
lazyloadingTest14,lazy-loading,4,row,False,False,True,False,True,True,False,False,1969.938,426.0,0.0,430.0,1003.1205879788777,8.3251953125,True,0,slow
lazyloadingTest15,lazy-loading,5,column,True,False,True,False,False,False,True,False,12422.567350000001,10000.0,0.0,10331.0,7749.8783899439895,11.90625,True,0,slow
lazyloadingTest16,lazy-loading,2,row,True,False,True,False,False,False,True,False,9996.6882,8015.0,0.0,8370.0,4741.924351975326,7.22265625,True,0,slow
lazyloadingTest17,lazy-loading,3,column,True,False,False,False,False,False,False,False,2103.135,414.0,0.0,414.0,3545.2713279819486,6.6318359375,False,0,slow
lazyloadingTest18,lazy-loading,4,row,False,False,True,True,False,False,True,False,10846.659,8087.0,0.0,8469.0,10415.222673966175,13.6064453125,True,0,slow
lazyloadingTest19,lazy-loading,5,column,False,False,False,False,False,False,False,False,2744.1474999999996,430.0,0.0,446.0,1655.9016720203877,13.8955078125,True,0,slow
lazyloadingTest20,lazy-loading,2,row,True,False,False,False,True,False,False,False,2181.9815,440.0,0.0,501.0,1422.6586060106279,7.5146484375,True,0,slow
lazyloadingTest21,lazy-loading,3,column,False,False,False,False,False,False,False,False,2129.7075999999997,433.0,0.0,476.0,3491.571374007196,7.8056640625,True,0,slow
lazyloadingTest22,lazy-loading,4,row,True,False,False,False,False,False,False,False,2579.1484499999997,434.0,0.0,596.0,2368.456159962482,11.6142578125,True,0,slow
lazyloadingTest23,lazy-loading,5,column,False,False,False,True,False,False,False,True,2416.2525499999997,434.0,0.0,482.0,934.0637339607333,8.908203125,False,0,fast
lazyloadingTest24,lazy-loading,2,row,False,False,True,True,True,False,False,False,1996.4649,430.0,0.0,396.0,941.2782240280246,6.2783203125,True,0,slow
lazyloadingTest25,lazy-loading,3,column,True,False,True,True,False,True,False,False,1802.0729999999999,413.0,0.0022122303444711373,413.0,900.8599640091323,7.5126953125,False,0,fast
lazyloadingTest26,lazy-loading,4,row,True,False,False,False,False,True,True,False,12265.828899999999,9999.999999999998,0.0,10380.999999999998,6518.953576018171,10.443359375,True,0,slow
lazyloadingTest27,lazy-loading,5,column,False,False,False,False,False,True,True,False,12594.313299999998,10000.0,0.0,10357.0,7725.8311180473365,12.7861328125,True,0,slow
lazyloadingTest28,lazy-loading,2,row,False,True,True,True,True,True,True,False,10183.312800000002,8067.999999999999,0.06621812488566062,8805.0,4480.033949955006,8.1025390625,True,0,slow
lazyloadingTest29,lazy-loading,3,column,False,False,False,True,False,False,True,False,12132.4269,10000.0,0.0,10344.0,5002.40948399835,8.9794921875,True,0,slow
lazyloadingTest30,lazy-loading,4,row,False,False,False,False,True,False,True,False,12466.601749999998,10000.0,0.0,10372.0,6959.8987840069285,10.96484375,True,0,slow
lazyloadingTest31,lazy-loading,5,column,True,False,True,True,False,False,True,True,12474.484050000001,10000.0,0.0,10378.0,7791.081949955038,11.9072265625,True,0,slow
lazyloadingTest32,lazy-loading,2,row,False,True,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,7.4521484375,False,0,fast
lazyloadingTest33,lazy-loading,3,column,True,False,False,True,False,True,False,False,509.52,16.0,0.0,0.0,482.0,5657.5458984375,False,0,fast
lazyloadingTest34,lazy-loading,4,row,False,False,False,True,False,False,False,False,526.965,34.486,0.0,0.0,494.0,10.1494140625,False,0,fast
lazyloadingTest35,lazy-loading,5,column,False,False,False,False,False,True,False,False,517.414,20.93,0.0,0.0,478.0,11.2568359375,False,0,fast
lazyloadingTest36,lazy-loading,2,row,False,False,True,True,False,False,True,True,513.099,2002.621,0.0,1952.621,473.0,6.5712890625,True,0,slow
lazyloadingTest37,lazy-loading,3,column,False,False,True,False,True,True,False,False,531.119,79.864,0.0,29.864000000000033,498.0,13.669921875,False,0,fast
lazyloadingTest38,lazy-loading,4,row,False,False,False,False,True,True,True,False,4577.593,4023.505,0.0,3973.504999938965,4450.0,11.2578125,True,0,slow
lazyloadingTest39,lazy-loading,5,column,False,False,False,False,False,True,False,True,524.476,34.244,0.0,0.0,493.0,11.61328125,False,0,fast
lazyloadingTest40,lazy-loading,2,row,True,False,False,True,False,False,False,False,2630.244,16.0,0.04362469618849952,0.0,1518.0,7.2216796875,False,0,fast
lazyloadingTest41,lazy-loading,3,column,False,False,False,False,True,True,False,False,519.881,24.369,0.0,0.0,492.0,9.5009765625,False,0,fast
lazyloadingTest42,lazy-loading,4,row,False,False,False,False,True,False,False,True,528.62,93.85,7.138457371471124e-05,43.84999999999991,539.0,11.02734375,False,0,fast
lazyloadingTest43,lazy-loading,5,column,False,False,False,False,True,False,False,False,537.138,79.749,0.0,29.748999999999796,499.0,12.201171875,False,0,fast
lazyloadingTest44,lazy-loading,2,row,False,False,False,False,True,True,False,True,533.057,27.517,0.0,0.0,489.0,8.623046875,False,0,fast
lazyloadingTest45,lazy-loading,3,column,False,False,False,False,False,False,True,True,3554.817,3017.423,0.0,2967.4230000000002,3387.0,10.966796875,True,0,slow
lazyloadingTest46,lazy-loading,4,row,False,False,False,True,False,False,False,False,526.483,39.666,0.0,0.0,488.0,8.9765625,False,0,fast
lazyloadingTest47,lazy-loading,5,column,False,False,True,True,False,False,False,False,577.489,38.267,0.0,0.0,535.0,13.6025390625,False,0,fast
lazyloadingTest48,lazy-loading,2,row,True,False,False,True,True,False,False,False,518.212,47.688,4.414828336208728e-06,0.0,487.0,7.5146484375,False,0,fast
lazyloadingTest49,lazy-loading,3,column,False,False,True,True,False,True,False,False,513.627,16.521,0.0,0.0,473.0,10.0859375,False,0,fast
lazyloadingTest50,lazy-loading,4,row,False,False,False,False,False,False,True,True,4673.155,4025.734,0.0,3975.7340000000004,4532.0,11.6142578125,True,0,slow
lazyloadingTest51,lazy-loading,5,column,False,False,False,False,False,False,False,False,537.925,39.33,0.0,0.0,494.0,12.78515625,False,0,fast
lazyloadingTest52,lazy-loading,2,row,True,True,True,False,False,False,True,False,2561.218,2012.631,0.05527959932050058,1962.6309999999999,3090.0,5.7548828125,True,0,slow
lazyloadingTest53,lazy-loading,3,column,False,False,True,True,True,False,True,True,3604.499,3036.066,0.0,2986.066,3463.0,7.8046875,True,0,slow
lazyloadingTest54,lazy-loading,4,row,False,False,False,False,False,False,False,False,509.344,16.195,0.0,0.0,470.0,10.96484375,False,0,fast
lazyloadingTest55,lazy-loading,5,column,False,False,False,True,False,False,False,False,533.235,35.857,0.0,0.0,640.0,10.732421875,False,0,fast
lazyloadingTest56,lazy-loading,2,row,True,False,False,False,False,False,True,False,3601.375,2018.172,0.0,1984.0410000000002,3485.0,7.22265625,True,0,slow
lazyloadingTest57,lazy-loading,3,column,False,False,False,False,False,False,True,False,3537.821,3017.612,0.0,2967.612,3393.0,8.9130859375,True,0,slow
lazyloadingTest58,lazy-loading,4,row,True,False,False,False,False,False,False,False,2633.883,29.38,0.0,0.0,1599.0,10.4423828125,False,0,fast
lazyloadingTest59,lazy-loading,5,column,True,False,False,True,False,False,False,False,532.443,32.849,0.0,0.0,496.0,10.732421875,False,0,fast
lazyloadingTest60,lazy-loading,2,row,False,False,False,True,False,True,True,False,3604.282,2017.693,0.056888961921489234,1967.6930000000002,3109.0,5.7548828125,True,0,slow
lazyloadingTest61,lazy-loading,3,column,False,False,False,True,False,True,True,False,3544.861,3020.715,0.0,2970.715,3404.0,9.20703125,True,0,slow
lazyloadingTest62,lazy-loading,4,row,True,False,False,False,False,False,False,False,529.255,34.431,0.0,0.0,493.0,10.736328125,False,0,fast
lazyloadingTest63,lazy-loading,5,column,True,False,False,True,True,False,True,False,5590.081,5024.764,0.0,4974.885,5396.0,12.19921875,True,0,slow
lazyloadingTest64,lazy-loading,2,row,False,False,True,False,False,False,False,False,525.58,22.855,0.0,0.0,473.0,6.5703125,False,0,fast
lazyloadingTest65,lazy-loading,3,column,False,False,True,False,True,True,True,False,3606.98,3039.049,0.0,2989.049,3476.0,9.8564453125,True,0,slow
lazyloadingTest66,lazy-loading,4,row,False,False,False,True,False,True,False,False,560.422,20.28,0.0,0.0,524.0,10.96484375,False,0,fast
lazyloadingTest67,lazy-loading,5,column,False,False,False,False,True,False,True,True,5591.132,5020.588,0.0,4970.588000000001,5384.0,12.4287109375,True,0,slow
lazyloadingTest68,lazy-loading,2,row,False,False,False,False,True,False,True,False,2570.407,2025.777,0.0,1981.871,2492.0,8.1005859375,True,0,slow
lazyloadingTest69,lazy-loading,3,column,False,False,False,False,False,True,False,False,508.309,18.475,0.0,0.0,472.0,10.087890625,False,0,fast
lazyloadingTest70,lazy-loading,4,row,False,False,False,True,False,False,False,False,526.272,32.734,0.0,0.0,484.0,8.3251953125,False,0,fast
lazyloadingTest71,lazy-loading,5,column,True,False,False,False,True,True,False,False,559.915,108.383,0.0,69.85399993896493,529.0,12.4921875,False,0,fast
lazyloadingTest72,lazy-loading,2,row,True,False,True,True,False,False,False,False,2616.284,64.486,0.03742710856824007,14.485999999999876,1593.0,6.927734375,False,0,fast
lazyloadingTest73,lazy-loading,3,column,False,False,True,False,False,False,False,False,567.848,26.141,0.0,0.0,529.0,7.1552734375,False,0,fast
lazyloadingTest74,lazy-loading,4,row,False,True,True,False,False,True,True,False,4585.989,4026.695,0.0802280379240061,3976.695,4764.0,9.85546875,True,0,slow
lazyloadingTest75,lazy-loading,5,column,True,False,False,True,False,False,False,False,539.864,41.215,0.0,0.0,502.0,12.19921875,False,0,fast
lazyloadingTest76,lazy-loading,2,row,False,False,True,True,True,False,True,False,2545.458,2022.046,0.0,1972.046,2465.0,8.6884765625,True,0,slow
lazyloadingTest77,lazy-loading,3,column,False,False,False,False,False,False,False,False,2638.35,42.842,0.0,0.0,2361.0,8.392578125,False,0,fast
lazyloadingTest78,lazy-loading,4,row,False,True,True,False,False,False,False,True,531.37,33.214,0.13081939056247596,0.0,951.0,8.9765625,False,0,fast
lazyloadingTest79,lazy-loading,5,column,True,False,False,False,False,False,True,False,5576.639,5042.626,0.0,4992.626,5377.0,13.0791015625,True,0,slow
lazyloadingTest80,lazy-loading,2,row,False,False,False,False,False,False,False,False,504.535,16.0,0.0,0.0,459.0,5.3974609375,False,0,fast
lazyloadingTest81,lazy-loading,3,column,False,False,False,True,False,False,True,False,501.708,3004.461,0.0,2954.4610000000002,473.0,8.3291015625,True,0,slow
lazyloadingTest82,lazy-loading,4,row,False,False,False,False,False,False,False,False,2621.484,34.421,0.0,0.0,1531.0,11.322265625,False,0,fast
lazyloadingTest83,lazy-loading,5,column,False,False,False,False,False,False,False,False,535.404,33.39,0.0,0.0,489.0,10.9609375,False,0,fast
lazyloadingTest84,lazy-loading,2,row,False,False,False,False,False,False,True,True,2550.407,2020.149,0.0,1970.1490000000001,2371.0,9.208984375,True,0,slow
lazyloadingTest85,lazy-loading,3,column,False,False,True,False,True,False,False,True,546.098,80.004,0.0,30.003999999999905,502.0,9.564453125,False,0,fast
lazyloadingTest86,lazy-loading,4,row,False,False,False,False,False,True,False,False,2652.598,33.061,0.0,0.0,1573.0,8.388671875,False,0,fast
lazyloadingTest87,lazy-loading,5,column,False,True,False,True,True,False,False,False,535.229,76.301,0.2347068948882552,52.011999999999944,990.0,12.2001953125,False,0,fast
lazyloadingTest88,lazy-loading,2,row,False,False,True,False,False,False,False,True,2596.689,16.0,0.0,0.0,2298.0,6.927734375,False,0,fast
lazyloadingTest89,lazy-loading,3,column,False,True,False,False,False,True,False,False,522.796,32.599,0.16111561250002457,0.0,986.0,9.8583984375,False,0,fast
lazyloadingTest90,lazy-loading,4,row,False,False,True,True,False,False,False,False,541.954,34.072,0.0,0.0,507.0,11.3212890625,False,0,fast
lazyloadingTest91,lazy-loading,5,column,True,True,False,True,False,False,False,False,552.17,49.473,0.16401015599724258,0.0,938.0,12.494140625,False,0,fast
lazyloadingTest92,lazy-loading,2,row,False,False,True,False,False,True,True,False,3597.013,2013.108,0.0,1963.1080000000002,3490.0,4.875,True,0,slow
lazyloadingTest93,lazy-loading,3,column,False,False,False,False,False,False,False,False,548.064,38.163,0.0,0.0,502.0,9.5009765625,False,0,fast
lazyloadingTest94,lazy-loading,4,row,False,False,True,False,False,False,True,True,4603.28,4031.597,0.0,3981.5969999999998,4553.0,9.498046875,True,0,slow
lazyloadingTest95,lazy-loading,5,column,False,False,False,True,False,False,True,False,5601.472,5032.768,0.0,4982.768,5399.0,11.3173828125,True,0,slow
lazyloadingTest96,lazy-loading,2,row,True,True,False,False,False,False,True,True,2522.866,2013.024,0.05443676845631529,1963.024,3040.0,6.634765625,True,0,slow
lazyloadingTest97,lazy-loading,3,column,True,False,False,False,False,False,False,False,2637.459,37.655,0.0,0.0,2242.0,9.564453125,False,0,fast
lazyloadingTest98,lazy-loading,4,row,False,False,False,False,False,True,False,False,515.516,24.688,0.0,0.0,476.0,8.619140625,False,0,fast
lazyloadingTest99,lazy-loading,5,column,False,True,True,True,False,False,False,False,529.248,47.536,0.14454979336524978,0.0,1023.0,11.84375,False,0,fast
lazyloadingTest100,lazy-loading,2,row,False,False,False,False,False,False,False,False,511.159,18.569,0.0,0.0,462.0,6.27734375,False,0,fast
lazyloadingTest101,lazy-loading,3,column,True,False,False,False,False,False,False,False,2629.252,24.854,0.0,0.0,2346.0,10.73828125,False,0,fast
lazyloadingTest102,lazy-loading,4,row,True,False,False,True,False,False,False,False,532.571,31.409,0.0,0.0,487.0,11.322265625,False,0,fast
lazyloadingTest103,lazy-loading,5,column,True,False,False,True,False,False,False,False,535.061,38.777,0.0,0.0,504.0,12.4921875,False,0,fast
lazyloadingTest104,lazy-loading,2,row,True,False,False,False,True,False,False,False,528.676,35.914,0.0,0.0,509.0,5.16796875,False,0,fast
lazyloadingTest105,lazy-loading,3,column,True,True,False,False,True,True,False,False,521.088,69.823,0.16401230607597775,27.09799999999973,935.0,10.7392578125,False,0,fast
lazyloadingTest106,lazy-loading,4,row,False,True,False,False,False,True,False,False,535.476,35.965,0.11902298358198446,0.0,987.0,11.8447265625,False,0,fast
lazyloadingTest107,lazy-loading,5,column,True,False,False,False,False,False,False,False,534.355,45.367,0.0,0.0,495.0,11.6103515625,False,0,fast
lazyloadingTest108,lazy-loading,2,row,False,False,True,False,False,False,True,False,2549.98,2032.03,0.0,1982.0300000000002,2399.0,11.8505859375,True,0,slow
lazyloadingTest109,lazy-loading,3,column,False,False,False,False,False,False,False,True,512.305,17.442,0.0,0.0,471.0,10.0888671875,False,0,fast
lazyloadingTest110,lazy-loading,4,row,False,False,False,False,True,False,False,False,532.407,91.28,0.0,41.279999999999745,499.0,9.2705078125,False,0,fast
lazyloadingTest111,lazy-loading,5,column,True,False,False,False,False,False,False,False,509.849,21.04,0.0,0.0,478.0,14.2548828125,False,0,fast
lazyloadingTest112,lazy-loading,2,row,True,True,False,False,False,False,False,False,517.389,16.0,0.08804572420507183,0.0,1574.0,6.927734375,False,0,fast
lazyloadingTest113,lazy-loading,3,column,True,True,False,True,False,False,False,False,527.785,33.019,0.23567013016160984,0.0,943.0,10.4462890625,False,0,fast
lazyloadingTest114,lazy-loading,4,row,False,False,False,True,False,False,False,False,527.236,45.904,0.0,0.0,495.0,9.26953125,False,0,fast
lazyloadingTest115,lazy-loading,5,column,False,False,False,True,True,False,False,False,548.215,24.64,0.0,0.0,514.0,13.30859375,False,0,fast
lazyloadingTest116,lazy-loading,2,row,True,False,False,True,False,False,True,False,3601.492,2002.71,0.032332597342270473,1964.8739999999998,1953.0,7.80859375,True,0,slow
lazyloadingTest117,lazy-loading,3,column,False,False,False,False,False,True,False,False,550.975,23.62,0.0,0.0,520.0,9.2080078125,False,0,fast
lazyloadingTest118,lazy-loading,4,row,True,True,False,False,False,False,False,False,500.004,21.42,0.12109028428584712,0.0,930.0,8.9765625,False,0,fast
lazyloadingTest119,lazy-loading,5,column,False,False,False,False,False,False,True,False,5566.09,5033.867,0.0,4983.867,5373.0,11.841796875,True,0,slow
lazyloadingTest120,lazy-loading,2,row,True,True,False,False,False,False,True,True,2511.84,2008.161,0.05443676845631529,1958.1609999999998,3011.0,6.341796875,True,0,slow
lazyloadingTest121,lazy-loading,3,column,True,True,False,True,False,False,False,True,531.744,26.63,0.35350519524241475,0.0,932.0,8.3916015625,False,0,slow
lazyloadingTest122,lazy-loading,4,row,False,False,False,False,False,False,False,False,2639.764,33.938,0.0,0.0,1450.0,8.390625,False,0,fast
lazyloadingTest123,lazy-loading,5,column,False,False,False,True,True,True,True,False,5544.487,5016.501,0.0,4966.500999999999,5342.0,11.9052734375,True,0,slow
lazyloadingTest124,lazy-loading,2,row,True,True,False,False,False,False,False,False,510.619,18.767,0.11967338239937234,0.0,1179.0,9.2744140625,False,0,fast
lazyloadingTest125,lazy-loading,3,column,True,False,True,True,False,False,False,False,508.901,23.37,0.0,0.0,480.0,7.5126953125,False,0,fast
lazyloadingTest126,lazy-loading,4,row,True,False,True,False,False,True,False,False,2649.716,29.796,0.0,0.0,1400.0,9.85546875,False,0,fast
lazyloadingTest127,lazy-loading,5,column,False,False,False,False,True,False,True,False,5561.329,5028.656,0.0,4986.405,5420.0,11.611328125,True,0,slow
lazyloadingTest128,lazy-loading,2,row,False,True,False,False,True,False,False,False,546.358,58.323,0.11967338239937234,8.323000000000093,1222.0,7.7431640625,False,0,fast
lazyloadingTest129,lazy-loading,3,column,False,False,False,False,True,False,False,False,512.408,16.0,0.0,0.0,622.0,7.447265625,False,0,fast
lazyloadingTest130,lazy-loading,4,row,False,False,False,True,False,False,False,False,524.799,30.113,0.0,0.0,491.0,13.3115234375,False,0,fast
lazyloadingTest131,lazy-loading,5,column,True,False,False,False,True,False,True,True,5560.702,5029.668,0.0,4979.668,5361.0,12.494140625,True,0,slow
lazyloadingTest132,lazy-loading,2,row,False,False,False,False,False,False,False,False,2726.1,16.0,0.00011961425523415525,0.0,2396.0,8.1025390625,False,0,fast
lazyloadingTest133,lazy-loading,3,column,True,False,False,True,False,False,False,False,514.744,23.879,0.0,0.0,600.0,6.6318359375,False,0,fast
lazyloadingTest134,lazy-loading,4,row,False,True,False,True,True,False,True,False,4616.455,4042.323,0.08196798914043968,4002.3290000000006,4938.0,14.2548828125,True,0,slow
lazyloadingTest135,lazy-loading,5,column,True,False,False,True,False,False,False,True,539.839,43.428,0.0,0.0,502.0,12.2001953125,False,0,fast
lazyloadingTest136,lazy-loading,2,row,False,False,True,False,False,True,False,True,525.087,26.873,0.0,0.0,473.0,8.6240234375,False,0,fast
lazyloadingTest137,lazy-loading,3,column,True,False,False,False,False,False,False,False,2613.044,21.379,0.0,0.0,2060.0,6.044921875,False,0,fast
lazyloadingTest138,lazy-loading,4,row,False,True,False,False,True,True,False,True,538.885,79.082,0.11805544815115948,35.88200000000052,1232.0,13.962890625,True,0,slow
